id,year,month_number,month,stream,site,order,family,genus,species,individuals,type
200,2014,T6,September,FH,FHD,Odonata,Aeshnidae,,,1,urban
201,2014,T6,September,FH,FHD,Trichoptera,Hydropsychidae,,,1,urban
958,2015,T12,September,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,3,urban
959,2015,T12,September,FH,FHD,Trichoptera,Philopotamidae,Dolophilodes,,1,urban
960,2015,T12,September,FH,FHD,Diptera,Chaoboridae,Eucorethra,underwoodi,4,urban
961,2015,T12,September,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,8,urban
962,2015,T12,September,FH,FHD,Diptera,Simuliidae,Prosimulium,,2,urban
963,2015,T12,September,FH,FHD,Hemiptera,Veliidae,Rhagovelia,,3,urban
964,2015,T7,April,FH,FHD,Ephemeroptera,Ameletidae,Ameletus,,1,urban
965,2015,T7,April,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,6,urban
966,2015,T7,April,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
967,2015,T7,April,FH,FHD,Plecoptera,Perlodidae,Isoperla,,6,urban
968,2015,T7,April,FH,FHD,Plecoptera,Taeniopterygidae,Oemopteryx,,3,urban
969,2015,T7,April,FH,FHD,Plecoptera,Chloroperlidae,Sweltsa,,1,urban
970,2015,T7,April,FH,FHD,Diptera,Tipulidae,Tipula,,2,urban
971,2015,T8,May,FH,FHD,Plecoptera,Capniidae,Allocampnia,,1,urban
972,2015,T8,May,FH,FHD,Plecoptera,Nemouridae,Amphinemura,,1,urban
973,2015,T8,May,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,2,urban
974,2015,T8,May,FH,FHD,Diptera,Simuliidae,Ectemnia,,1,urban
975,2015,T8,May,FH,FHD,Ephemeroptera,Baetidae,Fallceon,,24,urban
976,2015,T8,May,FH,FHD,Trichoptera,Hydropsychidae,Hydropsyche,,2,urban
977,2015,T8,May,FH,FHD,Plecoptera,Taeniopterygidae,Oemopteryx,,1,urban
978,2015,T8,May,FH,FHD,Diptera,Chironomidae,,,21,urban
979,2015,T9,June,FH,FHD,Diptera,Athericidae,Atherix,,1,urban
980,2015,T9,June,FH,FHD,Ephemeroptera,Heptageniidae,Maccaffertium,,3,urban
202,2014,T1,April,FH,FHU,Ephemeroptera,Baetidae,,,1,rural
203,2014,T1,April,FH,FHU,Plecoptera,Chloroperlidae,,,7,rural
204,2014,T1,April,FH,FHU,Plecoptera,Perlodidae,,,2,rural
205,2014,T1,April,FH,FHU,Diptera,Simuliidae,,,1,rural
206,2014,T1,April,FH,FHU,Plecoptera,Taeniopterygidae,,,2,rural
207,2014,T2,May,FH,FHU,Diptera,Chironomidae,,,1,rural
208,2014,T2,May,FH,FHU,Plecoptera,Chloroperlidae,,,3,rural
209,2014,T2,May,FH,FHU,Trichoptera,Hydropsychidae,,,1,rural
210,2014,T3,June,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
211,2014,T3,June,FH,FHU,Ephemeroptera,Baetidae,Fallceon,,1,rural
212,2014,T3,June,FH,FHU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
213,2014,T3,June,FH,FHU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,rural
214,2014,T3,June,FH,FHU,Trichoptera,Philopotamidae,Wormaldia,,1,rural
215,2014,T3,June,FH,FHU,Ephemeroptera,Baetidae,,,1,rural
216,2014,T3,June,FH,FHU,Plecoptera,Chloroperlidae,,,1,rural
217,2014,T3,June,FH,FHU,Plecoptera,Chloroperlidae,,,2,rural
218,2014,T3,June,FH,FHU,Ephemeroptera,Heptageniidae,,,1,rural
219,2014,T3,June,FH,FHU,Trichoptera,Hydropsychidae,,,1,rural
220,2014,T3,June,FH,FHU,Trichoptera,Philopotamidae,,,1,rural
221,2014,T3,June,FH,FHU,Diptera,Tipulidae,,,1,rural
222,2014,T4,July,FH,FHU,Odonata,Gomphidae,,,1,rural
223,2014,T4,July,FH,FHU,Trichoptera,Philopotamidae,,,1,rural
224,2014,T4,July,FH,FHU,Hemiptera,Veliidae,,,1,rural
225,2014,T5,August,FH,FHU,Odonata,Aeshnidae,Boyeria,,1,rural
226,2014,T5,August,FH,FHU,Ephemeroptera,Baetidae,Fallceon,,1,rural
227,2014,T5,August,FH,FHU,Ephemeroptera,Isonychiidae,Isonychia,,1,rural
228,2014,T5,August,FH,FHU,Hemiptera,Veliidae,Microvelia,,1,rural
229,2014,T5,August,FH,FHU,Odonata,Aeshnidae,,,1,rural
230,2014,T6,September,FH,FHU,Ephemeroptera,Baetidae,Baetis,,1,rural
231,2014,T6,September,FH,FHU,Diptera,Tipulidae,Hexatoma,,1,rural
981,2015,T10,July,FH,FHU,Diptera,Tipulidae,Hexatoma,,1,rural
982,2015,T10,July,FH,FHU,Diptera,Simuliidae,Prosimulium,,1,rural
983,2015,T11,August,FH,FHU,Diptera,Tipulidae,Hexatoma,,1,rural
984,2015,T11,August,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
985,2015,T11,August,FH,FHU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,2,rural
986,2015,T7,April,FH,FHU,Ephemeroptera,Ameletidae,Ameletus,,1,rural
987,2015,T7,April,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,6,rural
988,2015,T7,April,FH,FHU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
989,2015,T7,April,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
990,2015,T7,April,FH,FHU,Plecoptera,Perlodidae,Isoperla,,34,rural
991,2015,T7,April,FH,FHU,Diptera,Tipulidae,Limonia,,1,rural
992,2015,T7,April,FH,FHU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
993,2015,T7,April,FH,FHU,Plecoptera,Taeniopterygidae,Oemopteryx,,2,rural
994,2015,T7,April,FH,FHU,Plecoptera,Chloroperlidae,Sweltsa,,2,rural
995,2015,T7,April,FH,FHU,Diptera,Chironomidae,,,1,rural
996,2015,T8,May,FH,FHU,Ephemeroptera,Ameletidae,Ameletus,,1,rural
997,2015,T8,May,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
998,2015,T8,May,FH,FHU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
999,2015,T8,May,FH,FHU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
1000,2015,T8,May,FH,FHU,Trichoptera,Hydropsychidae,Hydropsyche,,3,rural
1001,2015,T8,May,FH,FHU,Plecoptera,Perlodidae,Isoperla,,16,rural
1002,2015,T8,May,FH,FHU,Trichoptera,Uenoidae,Neophylax,,1,rural
1003,2015,T8,May,FH,FHU,Plecoptera,Chloroperlidae,Sweltsa,,17,rural
1004,2015,T8,May,FH,FHU,Diptera,Tipulidae,Tipula,,2,rural
1005,2015,T8,May,FH,FHU,Diptera,Chironomidae,,,4,rural
1006,2015,T9,June,FH,FHU,Trichoptera,Hydropsychidae,Potamyia,flava,1,rural
1007,2015,T9,June,FH,FHU,Plecoptera,Chloroperlidae,Sweltsa,,2,rural
1008,2015,T9,June,FH,FHU,Diptera,Tipulidae,Tipula,,1,rural
232,2014,T2,May,LC,LCD,Plecoptera,Chloroperlidae,Sweltsa,,1,urban
233,2014,T2,May,LC,LCD,Coleoptera,Elmidae,,,2,urban
234,2014,T2,May,LC,LCD,Coleoptera,Elmidae,,,3,urban
235,2014,T4,July,LC,LCD,Plecoptera,Perlidae,Acroneuria,,2,urban
236,2014,T4,July,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
237,2014,T4,July,LC,LCD,Coleoptera,Elmidae,Stenelmis,,4,urban
238,2014,T4,July,LC,LCD,Diptera,Chironomidae,,,5,urban
239,2014,T4,July,LC,LCD,Coleoptera,Elmidae,,,1,urban
240,2014,T4,July,LC,LCD,Odonata,Gomphidae,,,1,urban
241,2014,T4,July,LC,LCD,Trichoptera,Hydropsychidae,,,2,urban
242,2014,T4,July,LC,LCD,Coleoptera,Psephenidae,,,1,urban
243,2014,T5,August,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
244,2014,T5,August,LC,LCD,Coleoptera,Psephenidae,Psephenus,,1,urban
245,2014,T5,August,LC,LCD,Coleoptera,Elmidae,Stenelmis,,1,urban
246,2014,T5,August,LC,LCD,Diptera,Chironomidae,,,2,urban
247,2014,T6,September,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
248,2014,T6,September,LC,LCD,Diptera,Tipulidae,Tipula,,1,urban
249,2014,T6,September,LC,LCD,Coleoptera,Elmidae,,,2,urban
250,2014,T6,September,LC,LCD,Trichoptera,Hydropsychidae,,,2,urban
251,2014,T6,September,LC,LCD,Coleoptera,Psephenidae,,,1,urban
252,2014,T6,September,LC,LCD,Diptera,Tipulidae,,,1,urban
1009,2015,T10,July,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1010,2015,T10,July,LC,LCD,Diptera,Tipulidae,Hexatoma,,1,urban
1011,2015,T10,July,LC,LCD,Coleoptera,Psephenidae,Psephenus,,1,urban
1012,2015,T12,September,LC,LCD,Coleoptera,Hydrophilidae,Berosus,,3,urban
1013,2015,T12,September,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1014,2015,T12,September,LC,LCD,Coleoptera,Hydrophilidae,Helocombus,bifidus,1,urban
1015,2015,T12,September,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,15,urban
1016,2015,T12,September,LC,LCD,Hemiptera,Veliidae,Microvelia,,4,urban
1017,2015,T12,September,LC,LCD,Coleoptera,Psephenidae,Psephenus,,5,urban
1018,2015,T12,September,LC,LCD,Hemiptera,Veliidae,Rhagovelia,,1,urban
1019,2015,T12,September,LC,LCD,Coleoptera,Elmidae,Stenelmis,,3,urban
1020,2015,T12,September,LC,LCD,Plecoptera,Chloroperlidae,Sweltsa,,1,urban
1021,2015,T12,September,LC,LCD,Diptera,Tipulidae,Tipula,,1,urban
1022,2015,T8,May,LC,LCD,Coleoptera,Elmidae,Stenelmis,,4,urban
1023,2015,T8,May,LC,LCD,Diptera,Chironomidae,,,6,urban
1024,2015,T8,May,LC,LCD,Diptera,Dolichopodidae,,,1,urban
1025,2015,T9,June,LC,LCD,Trichoptera,Hydropsychidae,Hydropsyche,,5,urban
1026,2015,T9,June,LC,LCD,Megaloptera,Corydalidae,Nigronia,serricornis,1,urban
1027,2015,T9,June,LC,LCD,Coleoptera,Elmidae,Stenelmis,,2,urban
1028,2015,T9,June,LC,LCD,Diptera,Chironomidae,,,1,urban
1029,2015,T9,June,LC,LCD,Diptera,Simuliidae,,,1,urban
253,2014,T1,April,LC,LCU,Diptera,Tipulidae,Hexatoma,,2,rural
254,2014,T1,April,LC,LCU,Diptera,Chironomidae,,,5,rural
255,2014,T1,April,LC,LCU,Diptera,Chironomidae,,,1,rural
256,2014,T1,April,LC,LCU,Plecoptera,Chloroperlidae,,,2,rural
257,2014,T1,April,LC,LCU,Coleoptera,Elmidae,,,1,rural
258,2014,T1,April,LC,LCU,Trichoptera,Hydropsychidae,,,1,rural
259,2014,T1,April,LC,LCU,Plecoptera,Perlodidae,,,3,rural
260,2014,T2,May,LC,LCU,Plecoptera,Perlodidae,Isoperla,,3,rural
261,2014,T2,May,LC,LCU,Megaloptera,Sialidae,Sialis,,1,rural
262,2014,T2,May,LC,LCU,Diptera,Tipulidae,Tipula,,1,rural
263,2014,T2,May,LC,LCU,Ephemeroptera,Baetidae,,,1,rural
264,2014,T2,May,LC,LCU,Diptera,Chironomidae,,,2,rural
265,2014,T2,May,LC,LCU,Plecoptera,Chloroperlidae,,,3,rural
266,2014,T2,May,LC,LCU,Megaloptera,Sialidae,,,1,rural
267,2014,T3,June,LC,LCU,Megaloptera,Sialidae,Sialis,,1,rural
268,2014,T3,June,LC,LCU,Megaloptera,Sialidae,,,1,rural
269,2014,T4,July,LC,LCU,Diptera,Athericidae,Atherix,,1,rural
270,2014,T4,July,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,3,rural
271,2014,T4,July,LC,LCU,Diptera,Tipulidae,Tipula,,2,rural
272,2014,T4,July,LC,LCU,Trichoptera,Hydropsychidae,,,1,rural
273,2014,T4,July,LC,LCU,Ephemeroptera,Leptophlebiidae,,,1,rural
274,2014,T4,July,LC,LCU,Diptera,Tipulidae,,,2,rural
275,2014,T5,August,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,5,rural
276,2014,T5,August,LC,LCU,Diptera,Tipulidae,Tipula,,4,rural
277,2014,T5,August,LC,LCU,Diptera,Chironomidae,,,1,rural
278,2014,T5,August,LC,LCU,Plecoptera,Chloroperlidae,,,1,rural
279,2014,T5,August,LC,LCU,Diptera,Tipulidae,,,2,rural
280,2014,T6,September,LC,LCU,Odonata,Aeshnidae,Aeshna,,2,rural
281,2014,T6,September,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,3,rural
282,2014,T6,September,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
283,2014,T6,September,LC,LCU,Diptera,Tipulidae,Tipula,,7,rural
284,2014,T6,September,LC,LCU,Odonata,Aeshnidae,,,1,rural
285,2014,T6,September,LC,LCU,Trichoptera,Hydropsychidae,,,2,rural
286,2014,T6,September,LC,LCU,Plecoptera,Perlidae,,,1,rural
287,2014,T6,September,LC,LCU,Trichoptera,Philopotamidae,,,1,rural
288,2014,T6,September,LC,LCU,Diptera,Tipulidae,,,2,rural
1030,2015,T10,July,LC,LCU,Plecoptera,Perlidae,Acroneuria,,1,rural
1031,2015,T10,July,LC,LCU,Ephemeroptera,Baetidae,Baetis,,1,rural
1032,2015,T10,July,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
1033,2015,T10,July,LC,LCU,Diptera,Tipulidae,Dicranota,,1,rural
1034,2015,T10,July,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,5,rural
1035,2015,T11,August,LC,LCU,Odonata,Aeshnidae,Boyeria,,1,rural
1036,2015,T11,August,LC,LCU,Diptera,Tipulidae,Hexatoma,,2,rural
1037,2015,T12,September,LC,LCU,Coleoptera,Hydrophilidae,Berosus,,3,rural
1038,2015,T12,September,LC,LCU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
1039,2015,T12,September,LC,LCU,Coleoptera,Hydrophilidae,Helocombus,bifidus,1,rural
1040,2015,T12,September,LC,LCU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
1041,2015,T12,September,LC,LCU,Hemiptera,Veliidae,Rhagovelia,,3,rural
1042,2015,T12,September,LC,LCU,Ephemeroptera,Heptageniidae,Stenacron,,11,rural
1043,2015,T12,September,LC,LCU,Diptera,Tipulidae,Tipula,,2,rural
1044,2015,T7,April,LC,LCU,Plecoptera,Perlodidae,Isoperla,,1,rural
1045,2015,T7,April,LC,LCU,Diptera,Tipulidae,Tipula,,3,rural
1046,2015,T7,April,LC,LCU,Diptera,Chironomidae,,,3,rural
1047,2015,T8,May,LC,LCU,Plecoptera,Perlidae,Acroneuria,,1,rural
1048,2015,T8,May,LC,LCU,Ephemeroptera,Ephemerellidae,Ephemerella,,13,rural
1049,2015,T8,May,LC,LCU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
1050,2015,T8,May,LC,LCU,Plecoptera,Perlodidae,Isoperla,,2,rural
1051,2015,T8,May,LC,LCU,Coleoptera,Elmidae,Stenelmis,,1,rural
1052,2015,T8,May,LC,LCU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
1053,2015,T8,May,LC,LCU,Diptera,Chironomidae,,,1,rural
1054,2015,T9,June,LC,LCU,Plecoptera,Perlidae,Acroneuria,,1,rural
1055,2015,T9,June,LC,LCU,Diptera,Tipulidae,Tipula,,1,rural
289,2014,T1,April,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
290,2014,T1,April,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
291,2014,T1,April,LS,LSD,Plecoptera,Chloroperlidae,,,2,ref_down
292,2014,T1,April,LS,LSD,Plecoptera,Chloroperlidae,,,1,ref_down
293,2014,T1,April,LS,LSD,Ephemeroptera,Ephemerellidae,,,3,ref_down
294,2014,T1,April,LS,LSD,Ephemeroptera,Heptageniidae,,,1,ref_down
295,2014,T1,April,LS,LSD,Ephemeroptera,Heptageniidae,,,1,ref_down
296,2014,T1,April,LS,LSD,Trichoptera,Hydropsychidae,,,1,ref_down
297,2014,T1,April,LS,LSD,Trichoptera,Hydropsychidae,,,9,ref_down
298,2014,T1,April,LS,LSD,Plecoptera,Perlidae,,,1,ref_down
299,2014,T1,April,LS,LSD,Coleoptera,Psephenidae,,,1,ref_down
300,2014,T1,April,LS,LSD,Plecoptera,Taeniopterygidae,,,23,ref_down
301,2014,T1,April,LS,LSD,Diptera,Tipulidae,,,1,ref_down
302,2014,T2,May,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,4,ref_down
303,2014,T2,May,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
304,2014,T2,May,LS,LSD,Ephemeroptera,Ephemerellidae,Ephemerella,,6,ref_down
305,2014,T2,May,LS,LSD,Ephemeroptera,Ephemerellidae,Eurylophella,,3,ref_down
306,2014,T2,May,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,10,ref_down
307,2014,T2,May,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,4,ref_down
308,2014,T2,May,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
309,2014,T2,May,LS,LSD,Plecoptera,Perlodidae,Isoperla,,6,ref_down
310,2014,T2,May,LS,LSD,Coleoptera,Psephenidae,Psephenus,,1,ref_down
311,2014,T2,May,LS,LSD,Ephemeroptera,Baetidae,,,1,ref_down
312,2014,T2,May,LS,LSD,Plecoptera,Chloroperlidae,,,3,ref_down
313,2014,T2,May,LS,LSD,Ephemeroptera,Ephemerellidae,,,3,ref_down
314,2014,T2,May,LS,LSD,Ephemeroptera,Heptageniidae,,,1,ref_down
315,2014,T2,May,LS,LSD,Trichoptera,Hydropsychidae,,,4,ref_down
316,2014,T2,May,LS,LSD,Ephemeroptera,Leptophlebiidae,,,2,ref_down
317,2014,T2,May,LS,LSD,Plecoptera,Perlidae,,,2,ref_down
318,2014,T2,May,LS,LSD,Trichoptera,Philopotamidae,,,2,ref_down
319,2014,T2,May,LS,LSD,Diptera,Tipulidae,,,2,ref_down
320,2014,T2,May,LS,LSD,Trichoptera,Uenoidae,,,1,ref_down
321,2014,T3,June,LS,LSD,Diptera,Athericidae,Atherix,,1,ref_down
322,2014,T3,June,LS,LSD,Ephemeroptera,Baetidae,Baetis,,1,ref_down
323,2014,T3,June,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,7,ref_down
324,2014,T3,June,LS,LSD,Trichoptera,Philopotamidae,Dolophilodes,,2,ref_down
325,2014,T3,June,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
326,2014,T3,June,LS,LSD,Ephemeroptera,Ephemerellidae,Ephemerella,,1,ref_down
327,2014,T3,June,LS,LSD,Diptera,Tipulidae,Hexatoma,,2,ref_down
328,2014,T3,June,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,4,ref_down
329,2014,T3,June,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
330,2014,T3,June,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
331,2014,T3,June,LS,LSD,Plecoptera,Perlidae,Neoperla,,5,ref_down
332,2014,T3,June,LS,LSD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,8,ref_down
333,2014,T3,June,LS,LSD,Ephemeroptera,Baetidae,,,1,ref_down
334,2014,T3,June,LS,LSD,Diptera,Chironomidae,,,1,ref_down
335,2014,T3,June,LS,LSD,Diptera,Chironomidae,,,3,ref_down
336,2014,T3,June,LS,LSD,Ephemeroptera,Ephemerellidae,,,1,ref_down
337,2014,T3,June,LS,LSD,Ephemeroptera,Heptageniidae,,,3,ref_down
338,2014,T3,June,LS,LSD,Trichoptera,Hydropsychidae,,,3,ref_down
339,2014,T3,June,LS,LSD,Plecoptera,Perlidae,,,2,ref_down
340,2014,T3,June,LS,LSD,Trichoptera,Philopotamidae,,,1,ref_down
341,2014,T3,June,LS,LSD,Diptera,Tipulidae,,,2,ref_down
342,2014,T3,June,LS,LSD,Trichoptera,Uenoidae,,,2,ref_down
343,2014,T4,July,LS,LSD,Diptera,Athericidae,Atherix,,3,ref_down
344,2014,T4,July,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,7,ref_down
345,2014,T4,July,LS,LSD,Diptera,Tipulidae,Hexatoma,,1,ref_down
346,2014,T4,July,LS,LSD,Diptera,Tipulidae,Hexatoma,,4,ref_down
347,2014,T4,July,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,10,ref_down
348,2014,T4,July,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
349,2014,T4,July,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
350,2014,T4,July,LS,LSD,Coleoptera,Psephenidae,Psephenus,,6,ref_down
351,2014,T4,July,LS,LSD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,ref_down
352,2014,T4,July,LS,LSD,Diptera,Athericidae,,,1,ref_down
353,2014,T4,July,LS,LSD,Diptera,Chironomidae,,,1,ref_down
354,2014,T4,July,LS,LSD,Coleoptera,Elmidae,,,1,ref_down
355,2014,T4,July,LS,LSD,Ephemeroptera,Heptageniidae,,,1,ref_down
356,2014,T4,July,LS,LSD,Trichoptera,Hydropsychidae,,,3,ref_down
357,2014,T4,July,LS,LSD,Plecoptera,Perlidae,,,1,ref_down
358,2014,T4,July,LS,LSD,Trichoptera,Philopotamidae,,,2,ref_down
359,2014,T4,July,LS,LSD,Coleoptera,Psephenidae,,,3,ref_down
360,2014,T4,July,LS,LSD,Diptera,Tipulidae,,,2,ref_down
361,2014,T5,August,LS,LSD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
362,2014,T5,August,LS,LSD,Diptera,Athericidae,Atherix,,3,ref_down
363,2014,T5,August,LS,LSD,Trichoptera,Philopotamidae,Chimarra,,2,ref_down
364,2014,T5,August,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
365,2014,T5,August,LS,LSD,Diptera,Tipulidae,Hexatoma,,4,ref_down
366,2014,T5,August,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,9,ref_down
367,2014,T5,August,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,5,ref_down
368,2014,T5,August,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
369,2014,T5,August,LS,LSD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
370,2014,T5,August,LS,LSD,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_down
371,2014,T5,August,LS,LSD,Coleoptera,Elmidae,Stenelmis,,2,ref_down
372,2014,T5,August,LS,LSD,Diptera,Athericidae,,,2,ref_down
373,2014,T5,August,LS,LSD,Diptera,Chironomidae,,,2,ref_down
374,2014,T5,August,LS,LSD,Ephemeroptera,Heptageniidae,,,3,ref_down
375,2014,T5,August,LS,LSD,Trichoptera,Hydropsychidae,,,2,ref_down
376,2014,T5,August,LS,LSD,Plecoptera,Perlidae,,,1,ref_down
377,2014,T5,August,LS,LSD,Coleoptera,Psephenidae,,,2,ref_down
378,2014,T5,August,LS,LSD,Diptera,Tipulidae,,,2,ref_down
379,2014,T6,September,LS,LSD,Plecoptera,Perlidae,Acroneuria,,3,ref_down
380,2014,T6,September,LS,LSD,Plecoptera,Perlidae,Agnetina,,2,ref_down
381,2014,T6,September,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,40,ref_down
382,2014,T6,September,LS,LSD,Trichoptera,Philopotamidae,Chimarra,,9,ref_down
383,2014,T6,September,LS,LSD,Odonata,Gomphidae,Erpetogomphus,,1,ref_down
384,2014,T6,September,LS,LSD,Diptera,Tipulidae,Hexatoma,,5,ref_down
385,2014,T6,September,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,46,ref_down
386,2014,T6,September,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,73,ref_down
387,2014,T6,September,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,9,ref_down
388,2014,T6,September,LS,LSD,Ephemeroptera,Heptageniidae,Maccaffertium,,10,ref_down
389,2014,T6,September,LS,LSD,Coleoptera,Psephenidae,Psephenus,,12,ref_down
390,2014,T6,September,LS,LSD,Coleoptera,Elmidae,Stenelmis,,3,ref_down
391,2014,T6,September,LS,LSD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,4,ref_down
392,2014,T6,September,LS,LSD,Diptera,Chironomidae,,,2,ref_down
393,2014,T6,September,LS,LSD,Ephemeroptera,Heptageniidae,,,3,ref_down
394,2014,T6,September,LS,LSD,Trichoptera,Hydropsychidae,,,9,ref_down
395,2014,T6,September,LS,LSD,Plecoptera,Perlidae,,,2,ref_down
396,2014,T6,September,LS,LSD,Trichoptera,Philopotamidae,,,2,ref_down
397,2014,T6,September,LS,LSD,Coleoptera,Psephenidae,,,2,ref_down
398,2014,T6,September,LS,LSD,Diptera,Tipulidae,,,1,ref_down
1056,2015,T10,July,LS,LSD,Plecoptera,Perlidae,Agnetina,,3,ref_down
1057,2015,T10,July,LS,LSD,Ephemeroptera,Ameletidae,Ameletus,,1,ref_down
1058,2015,T10,July,LS,LSD,Trichoptera,Glossosomatidae,Glossosoma,,1,ref_down
1059,2015,T10,July,LS,LSD,Diptera,Tipulidae,Hexatoma,,6,ref_down
1060,2015,T10,July,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_down
1061,2015,T10,July,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
1062,2015,T10,July,LS,LSD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
1063,2015,T10,July,LS,LSD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
1064,2015,T11,August,LS,LSD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
1065,2015,T11,August,LS,LSD,Plecoptera,Perlidae,Agnetina,,4,ref_down
1066,2015,T11,August,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,9,ref_down
1067,2015,T11,August,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,3,ref_down
1068,2015,T11,August,LS,LSD,Trichoptera,Glossosomatidae,Glossosoma,,2,ref_down
1069,2015,T11,August,LS,LSD,Diptera,Tipulidae,Hexatoma,,3,ref_down
1070,2015,T11,August,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,29,ref_down
1071,2015,T11,August,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
1072,2015,T11,August,LS,LSD,Plecoptera,Perlidae,Neoperla,,1,ref_down
1073,2015,T11,August,LS,LSD,Coleoptera,Psephenidae,Psephenus,,16,ref_down
1074,2015,T11,August,LS,LSD,Coleoptera,Elmidae,Stenelmis,,2,ref_down
1075,2015,T11,August,LS,LSD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,ref_down
1076,2015,T11,August,LS,LSD,Diptera,Chironomidae,,,1,ref_down
1077,2015,T7,April,LS,LSD,Plecoptera,Perlidae,Acroneuria,,2,ref_down
1078,2015,T7,April,LS,LSD,Plecoptera,Perlidae,Agnetina,,1,ref_down
1079,2015,T7,April,LS,LSD,Odonata,Aeshnidae,Boyeria,,1,ref_down
1080,2015,T7,April,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,16,ref_down
